image_name,mask_type,wsmse_tag,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim18,full,0,0,1,0.005,30.550201875872926,0.10558569431304932,55357.3125,30.523267296781015,0.8681219816207886,0.10683447867631912,56012.03515625,0.017839431762695312,9353.0,0.007877349853515625,4130.0,0.00913238525390625,4788.0,0.0,0,0.12467391043901443,65365.03515625,5000,1000
othim19,full,0,0,1,0.005,27.143926287885126,0.25561752915382385,134017.203125,27.14063824573564,0.7890111804008484,0.25590959191322327,134170.328125,0.020494461059570312,10745.0,0.0090789794921875,4760.0,0.010442733764648438,5475.0,0.0,0,0.2764040529727936,144915.328125,5000,1000
othim20,full,0,0,1,0.005,27.049720445026725,0.2567964196205139,134635.28125,27.042913148873527,0.7879597544670105,0.2578849792480469,135206.0,0.019130706787109375,10030.0,0.008876800537109375,4654.0,0.009410858154296875,4934.0,0.0,0,0.27701568603515625,145236.0,5000,1000
othim21,full,0,0,1,0.005,27.383561524752903,0.282434344291687,148076.9375,27.356589666220184,0.7947341799736023,0.28305673599243164,148403.25,0.017133712768554688,8983.0,0.007932662963867188,4159.0,0.008371353149414062,4389.0,0.0,0,0.30019044876098633,157386.25,5000,1000
othim22,full,0,0,1,0.005,30.129408420354498,0.13792409002780914,72311.9453125,30.096270278927776,0.8560814261436462,0.13821765780448914,72465.859375,0.01923370361328125,10084.0,0.008974075317382812,4705.0,0.009296417236328125,4874.0,0.0,0,0.15745136141777039,82549.859375,5000,1000
othim23,full,0,0,1,0.005,29.31557019419903,0.14330515265464783,75133.171875,29.305552301036496,0.8394381999969482,0.14384496212005615,75416.1875,0.020282745361328125,10634.0,0.008882522583007812,4657.0,0.01041412353515625,5460.0,0.0,0,0.16412770748138428,86050.1875,5000,1000
othim24,full,0,0,1,0.005,27.97676886937326,0.17796087265014648,93302.75,27.96979273898063,0.8284232020378113,0.17887569963932037,93782.3828125,0.019369125366210938,10155.0,0.0078887939453125,4136.0,0.010524749755859375,5518.0,0.0,0,0.1982448250055313,103937.3828125,5000,1000
othim25,full,0,0,1,0.005,27.144217663442024,0.3158498704433441,165596.296875,27.14116216135345,0.8142854571342468,0.3164162039756775,165893.21875,0.020416259765625,10704.0,0.009000778198242188,4719.0,0.010583877563476562,5549.0,0.0,0,0.3368324637413025,176597.21875,5000,1000
othim26,full,0,0,1,0.005,27.09562763804902,0.3121700882911682,163667.03125,27.081863367965866,0.8146588206291199,0.31321123242378235,164212.890625,0.018598556518554688,9751.0,0.007898330688476562,4141.0,0.009737014770507812,5105.0,0.0,0,0.33180978894233704,173963.890625,5000,1000
othim27,full,0,0,1,0.005,26.936385586662343,0.22893734276294708,120029.1015625,26.923811116979493,0.790570855140686,0.2302621752023697,120723.6953125,0.018360137939453125,9626.0,0.007884979248046875,4134.0,0.00939178466796875,4924.0,0.0,0,0.24862231314182281,130349.6953125,5000,1000
